,Year,Month,State,Location,Food,Species,Status,Illnesses,Hospitalizations,Fatalities,FISP
9959,2005,December,Illinois,Restaurant,Unknown,Norovirus genogroup I,Confirmed,4,,,IL
9960,2005,December,Illinois,Restaurant,Unknown,Unknown,Unknown,14,0.0,0.0,IL
9961,2005,December,Illinois,Restaurant,Unknown,Unknown,Unknown,11,,,IL
9962,2005,December,Illinois,Restaurant; Private Home/Residence,Unknown,Unknown,Unknown,4,0.0,0.0,IL
9963,2005,December,Illinois,Restaurant,Unknown,Unknown,Unknown,2,0.0,0.0,IL
9964,2005,December,Illinois,Restaurant; Private Home/Residence; Catering Service,Unknown,Norovirus genogroup I,Suspected,25,,,IL
9965,2005,December,Illinois,Restaurant,Unknown,Unknown,Unknown,6,0.0,0.0,IL
9966,2005,December,Kansas,Private Home/Residence,"Sausage, Unspecified",Staphylococcus aureus,Confirmed,138,19.0,0.0,KS
9967,2005,December,Kansas,Restaurant,Unknown,Unknown,Unknown,12,0.0,0.0,KS
9968,2005,December,Kansas,Restaurant,Unknown,Unknown,Unknown,5,0.0,0.0,KS
9969,2005,December,Maine,Unknown,Unknown,Unknown,Unknown,18,,,ME
9970,2005,December,Maryland,Restaurant,Speciality Salads Unspecified,Unknown,Unknown,22,0.0,0.0,MD
9971,2005,December,Maryland,Catering Service,Unknown,Unknown,Unknown,32,1.0,0.0,MD
9972,2005,December,Maryland,Restaurant,Unknown,Norovirus genogroup II,Confirmed,8,0.0,0.0,MD
9973,2005,December,Michigan,Restaurant,"Crab, Unspecified; Potato, Baked",Unknown,Unknown,2,0.0,0.0,MI
9974,2005,December,Minnesota,Restaurant,Unknown,Norovirus genogroup I,Confirmed,14,0.0,0.0,MN
9975,2005,December,Minnesota,Restaurant,"Taco, Beef",Norovirus unknown,Confirmed,4,0.0,0.0,MN
9976,2005,December,Minnesota,Restaurant,Unknown,Norovirus genogroup I,Confirmed,76,0.0,0.0,MN
9977,2005,December,Minnesota,Restaurant,Unknown,Norovirus genogroup I,Confirmed,27,0.0,0.0,MN
9978,2005,December,Minnesota,Restaurant,Unknown,Norovirus genogroup I,Confirmed,9,0.0,0.0,MN
9979,2005,December,Minnesota,Restaurant,Unknown,Norovirus genogroup I,Suspected,3,0.0,0.0,MN
9980,2005,December,New York,Private Home/Residence,"Chips, Tortilla; Crab, Imitation",Unknown,Unknown,32,3.0,0.0,NY
9981,2005,December,New York,Restaurant,Taro,Chemical or toxin,Confirmed,2,0.0,0.0,NY
9982,2005,December,New York,Restaurant,Unknown,Unknown,Unknown,6,0.0,0.0,NY
9983,2005,December,New York,Unknown,Pasta Pesto,Unknown,Unknown,21,0.0,0.0,NY
9984,2005,December,New York,Restaurant,Unknown,Unknown,Unknown,3,0.0,0.0,NY
9985,2005,December,New York,Restaurant,Unknown,Unknown,Unknown,3,0.0,0.0,NY
9986,2005,December,North Carolina,Private Home/Residence,"Tart, Unspecified",Unknown,Unknown,16,0.0,0.0,NC
9987,2005,December,North Carolina,Private Home/Residence,Unknown,Norovirus unknown,Confirmed,20,,,NC
9988,2005,December,Ohio,Restaurant,Unknown,Unknown,Unknown,11,,,OH
9989,2005,December,Ohio,Restaurant,"Pork, Roasted",Norovirus genogroup I,Confirmed,26,0.0,0.0,OH
9990,2005,December,Ohio,Restaurant,Unknown,Norovirus genogroup I,Suspected,14,0.0,0.0,OH
9991,2005,December,Oregon,Unknown,Unknown,Norovirus genogroup I,Confirmed,47,0.0,0.0,OR
9992,2005,December,Oregon,Restaurant,Unknown,Norovirus unknown,Suspected,9,0.0,0.0,OR
9993,2005,December,Pennsylvania,Private Home/Residence,"Hot Dog, Unspecified",Clostridium perfringens,Suspected,8,,0.0,PA
9994,2005,December,Pennsylvania,Restaurant; Unknown,Unknown,Salmonella enterica,Confirmed,15,6.0,0.0,PA
9995,2005,December,Tennessee,Restaurant; Catering Service,Unknown,Norovirus genogroup I,Confirmed,16,0.0,0.0,TN
9996,2005,December,Texas,Office/Indoor Workplace,"Turkey, Baked",Unknown,Unknown,260,0.0,0.0,TX
9997,2005,December,Virginia,Private Home/Residence,"Pork, Roasted",Staphylococcus aureus,Confirmed,21,0.0,0.0,VA
9998,2005,December,Washington,Catering Service,Unknown,Norovirus genogroup I,Suspected,27,,,WA
9999,2005,December,Washington,Unknown,Unknown,Unknown,Unknown,2,0.0,0.0,WA
10000,2005,December,Washington,Restaurant,Crab Dip,Unknown,Unknown,14,0.0,0.0,WA
10001,2005,December,Washington,Restaurant,Unknown,Unknown,Unknown,3,0.0,0.0,WA
10002,2005,December,West Virginia,Prison/Jail,"Sweet Potato, Unspecified; Stuffing, Unspecified; Turkey And Gravy; Turkey, Roasted; Green Beans, Unspecified",Staphylococcus aureus,Confirmed,23,0.0,0.0,WV
10003,2006,January,Arizona,Restaurant,Unknown,Norovirus genogroup II,Suspected,18,0.0,0.0,AZ
10004,2006,January,Arizona,Restaurant,Unknown,Hepatitis A,Confirmed,13,4.0,0.0,AZ
10005,2006,January,Arkansas,Restaurant,Unknown,Salmonella enterica,Confirmed,14,4.0,0.0,AR
10006,2006,January,California,Restaurant,Unknown,Norovirus genogroup I,Suspected,5,0.0,0.0,CA
10007,2006,January,California,Prison/Jail,Miscellaneous,Clostridium perfringens,Confirmed,59,0.0,0.0,CA
10008,2006,January,California,Restaurant,"Burrito, Unspecified",Bacterium,Suspected,4,0.0,0.0,CA
10009,2006,January,California,Private Home/Residence; Catering Service; Religious Facility,Alcohol,Norovirus genogroup II,Confirmed,23,0.0,0.0,CA
10010,2006,January,California,Religious Facility,Unknown,Giardia intestinalis,Confirmed,48,,,CA
10011,2006,January,California,Grocery Store,Fried Foods,Bacterium,Suspected,4,0.0,0.0,CA
10012,2006,January,California,Unknown,Unknown,Shigella sonnei,Confirmed,3,0.0,0.0,CA
10013,2006,January,California,Unknown,Unknown,Shigella sonnei,Suspected,2,1.0,0.0,CA
10014,2006,January,California,Restaurant,Unknown,Chemical or toxin,Suspected,2,0.0,0.0,CA
10015,2006,January,California,Restaurant,Unknown,Bacterium,Suspected,4,0.0,0.0,CA
10016,2006,January,California,Restaurant,"Chicken, Other",Bacterium,Suspected,6,0.0,0.0,CA
10017,2006,January,California,Private Home/Residence,Home Canned Carrots,Clostridium botulinum,Confirmed,2,2.0,0.0,CA
10018,2006,January,California,Restaurant,Unspecified Fish,Shigella sonnei,Confirmed,8,1.0,0.0,CA
10019,2006,January,California,Restaurant,"Salad, Unspecified",Norovirus unknown,Confirmed,12,0.0,0.0,CA
10020,2006,January,California,Restaurant,Unknown,Norovirus genogroup I,Suspected,9,,0.0,CA
10021,2006,January,California,Restaurant,Unknown,Bacterium,Suspected,6,0.0,0.0,CA
10022,2006,January,California,Camp,Unknown,Norovirus genogroup I,Suspected,14,0.0,0.0,CA
10023,2006,January,California,Private Home/Residence; Catering Service,Chili Colorado,Clostridium perfringens,Suspected,34,0.0,0.0,CA
10024,2006,January,Colorado,Grocery Store,Unknown,Campylobacter unknown,Suspected,4,0.0,0.0,CO
10025,2006,January,Colorado,Restaurant,"Sandwich, Other Specialty",Staphylococcus aureus,Suspected,4,0.0,0.0,CO
10026,2006,January,Colorado,Unknown,"Oysters, Raw",Campylobacter jejuni,Confirmed,3,0.0,0.0,CO
10027,2006,January,Connecticut,Banquet Facility,Ice,Norovirus genogroup II,Confirmed,59,0.0,0.0,CT
10028,2006,January,Florida,Restaurant,House Salad,Norovirus genogroup I,Suspected,8,,,FL
10029,2006,January,Florida,Restaurant,Chicken W/ Wine Sauce,Staphylococcus aureus,Suspected,2,,,FL
10030,2006,January,Florida,Restaurant,"Ethnic Style, Buffet",Unknown,Unknown,5,,,FL
10031,2006,January,Florida,Restaurant,"Beef, Casserole",Unknown,Unknown,2,,,FL
10032,2006,January,Florida,Unknown,Unknown,Unknown,Unknown,2,,,FL
10033,2006,January,Florida,Restaurant,Unknown,Unknown,Unknown,26,0.0,0.0,FL
10034,2006,January,Florida,Catering Service,Seafood-Based Salad Unspecified,Unknown,Unknown,14,2.0,0.0,FL
10035,2006,January,Florida,Restaurant,"Sandwich, Deli",Staphylococcus unknown,Suspected,2,,,FL
10036,2006,January,Florida,Restaurant,Speciality Salads Unspecified,Unknown,Unknown,4,0.0,0.0,FL
10037,2006,January,Florida,Restaurant,Chinese,Unknown,Unknown,2,,,FL
10038,2006,January,Georgia,Restaurant,Unknown,Norovirus genogroup II,Confirmed,17,0.0,0.0,GA
10039,2006,January,Georgia,Restaurant,Unknown,Norovirus genogroup I,Suspected,2,0.0,0.0,GA
10040,2006,January,Georgia,Restaurant,Seafood Pasta,Staphylococcus aureus,Suspected,2,0.0,0.0,GA
10041,2006,January,Illinois,Restaurant,Unknown,Unknown,Unknown,4,0.0,0.0,IL
10042,2006,January,Illinois,Unknown,"Whole Milk, Unpasteurized",Campylobacter jejuni,Confirmed,18,0.0,0.0,IL
10043,2006,January,Illinois,Restaurant,"Nachos, Unspecified; Dips",Unknown,Unknown,5,0.0,0.0,IL
10044,2006,January,Illinois,Restaurant,Unknown,Unknown,Unknown,15,0.0,0.0,IL
10045,2006,January,Illinois,School/College/University,"Tortilla, Unspecified",Unknown,Unknown,27,,,IL
10046,2006,January,Illinois,Restaurant,Unknown,Norovirus genogroup I,Confirmed,418,2.0,0.0,IL
10047,2006,January,Kansas,Restaurant,Unknown,Unknown,Unknown,2,0.0,0.0,KS
10048,2006,January,Maryland,Restaurant,"Sandwich, Deli",Unknown,Unknown,3,0.0,0.0,MD
10049,2006,January,Maryland,Restaurant,Unknown,Unknown,Unknown,2,0.0,0.0,MD
10050,2006,January,Maryland,Unknown,Unknown,Unknown,Unknown,3,0.0,0.0,MD
10051,2006,January,Massachusetts,School/College/University,Unknown,Norovirus unknown,Confirmed,121,,,MA
10052,2006,January,Michigan,Restaurant,Unknown,Norovirus genogroup I,Confirmed,495,8.0,0.0,MI
10053,2006,January,Michigan,Unknown,House Salad,Unknown,Unknown,38,0.0,0.0,MI
10054,2006,January,Michigan,Restaurant,Lettuce-Based Salads Unspecified,Unknown,Unknown,62,4.0,0.0,MI
10055,2006,January,Michigan,Restaurant,"Chicken, Nuggets/Fingers; French Fries",Unknown,Unknown,43,0.0,0.0,MI
10056,2006,January,Minnesota,Private Home/Residence,"Sandwich, Submarine",Norovirus genogroup I,Confirmed,12,0.0,0.0,MN
10057,2006,January,Minnesota,Private Home/Residence,Other Food,Norovirus genogroup I,Confirmed,18,0.0,0.0,MN
10058,2006,January,Minnesota,Prison/Jail,"Turkey, Unspecified; Gravy, Unspecified",Clostridium perfringens,Suspected,76,0.0,0.0,MN
10059,2006,January,Minnesota,Restaurant,"Sandwich, Ham",Norovirus genogroup I,Suspected,11,0.0,0.0,MN
10060,2006,January,Minnesota,Unknown,Unspecified Fruit,Norovirus genogroup I,Suspected,16,0.0,0.0,MN
10061,2006,January,Minnesota,Restaurant,Unknown,Norovirus genogroup I,Confirmed,24,0.0,0.0,MN
10062,2006,January,Minnesota,Restaurant,"Unspecified Fish; Mussels, Unspecified; Ice Cream/Yogurt",Unknown,Unknown,5,0.0,0.0,MN
10063,2006,January,Minnesota,Banquet Facility,Salad Bar; Buffet,Norovirus genogroup I,Confirmed,19,0.0,0.0,MN
10064,2006,January,New York,Catering Service,"Sandwich, Deli",Unknown,Unknown,21,0.0,0.0,NY
10065,2006,January,New York,Restaurant,Unknown,Unknown,Unknown,7,0.0,0.0,NY
10066,2006,January,New York,Restaurant,Unknown,Unknown,Unknown,15,1.0,0.0,NY
10067,2006,January,New York,Restaurant,Unknown,Unknown,Unknown,3,0.0,0.0,NY
10068,2006,January,New York,Restaurant,Chicken,Unknown,Unknown,16,0.0,0.0,NY
10069,2006,January,New York,Restaurant,Unknown,Unknown,Unknown,16,3.0,0.0,NY
10070,2006,January,New York,Restaurant; Private Home/Residence,"Ground Beef, Unspecified","Escherichia coli, Shiga toxin-producing",Confirmed,2,2.0,0.0,NY
10071,2006,January,North Carolina,Restaurant,Mixed Fruit,Norovirus unknown,Confirmed,42,,,NC
10072,2006,January,North Carolina,Restaurant,"Ground Beef, Other",Salmonella enterica,Confirmed,9,0.0,0.0,NC
10073,2006,January,North Carolina,Restaurant,Unknown,Norovirus unknown,Confirmed,20,0.0,0.0,NC
10074,2006,January,North Carolina,Restaurant; Catering Service,Unknown,Norovirus unknown,Confirmed,20,0.0,0.0,NC
10075,2006,January,North Dakota,Banquet Facility,Unknown,Norovirus genogroup I,Confirmed,44,0.0,0.0,ND
10076,2006,January,Ohio,Restaurant,Unknown,Unknown,Unknown,4,,,OH
10077,2006,January,Ohio,Restaurant,Unknown,Unknown,Unknown,2,,,OH
10078,2006,January,Ohio,Unknown,"Whole Milk, Unpasteurized",Campylobacter unknown,Confirmed,3,1.0,0.0,OH
10079,2006,January,Ohio,Private Home/Residence,Yellowfin Tuna,Scombroid toxin,Confirmed,2,0.0,0.0,OH
10080,2006,January,Ohio,Restaurant,"Oil, Unspecified; Liver, Chicken",Salmonella enterica,Confirmed,113,23.0,0.0,OH
10081,2006,January,Oregon,Restaurant,Salad Bar,Norovirus genogroup I,Confirmed,16,0.0,0.0,OR
10082,2006,January,Oregon,Restaurant,Lettuce-Based Salads Unspecified,Shigella sonnei,Confirmed,35,7.0,0.0,OR
10083,2006,January,Oregon,Restaurant,"Oysters, Unspecified",Norovirus unknown,Suspected,8,0.0,0.0,OR
10084,2006,January,Pennsylvania,Restaurant,Unknown,Salmonella enterica,Confirmed,4,3.0,0.0,PA
10085,2006,January,Pennsylvania,Restaurant; Nursing Home/Assisted Living Facility; Hospital,Tomatoes,Salmonella enterica,Confirmed,16,4.0,0.0,PA
10086,2006,January,Pennsylvania,Unknown,Unknown,Cryptosporidium parvum,Confirmed,2,1.0,0.0,PA
10087,2006,January,Pennsylvania,Unknown,Unknown,Salmonella enterica,Confirmed,6,0.0,0.0,PA
10088,2006,January,Tennessee,Religious Facility,Unknown,Salmonella enterica,Confirmed,9,1.0,0.0,TN
10089,2006,January,Tennessee,Restaurant,Unknown,Unknown,Unknown,8,0.0,0.0,TN
10090,2006,January,Tennessee,Restaurant,Unknown,Unknown,Unknown,11,0.0,0.0,TN
10091,2006,January,Virginia,Private Home/Residence,Unknown,Norovirus unknown,Confirmed,24,,,VA
10092,2006,January,Washington,Restaurant,Unknown,Unknown,Unknown,5,0.0,,WA
10093,2006,January,Washington,Private Home/Residence,"Beef, Other",Clostridium perfringens,Suspected,32,0.0,0.0,WA
10094,2006,January,Wisconsin,Prison/Jail,"Ground Beef, Sloppy Joe; Chicken, Other",Norovirus genogroup I,Confirmed,12,0.0,0.0,WI
10095,2006,January,Wisconsin,Private Home/Residence; Catering Service,Mixed Fruit,Norovirus genogroup I,Confirmed,14,0.0,0.0,WI
10096,2006,February,Arizona,Prison/Jail,"Burrito, Turkey",Clostridium perfringens,Confirmed,249,0.0,0.0,AZ
10097,2006,February,Arkansas,Restaurant,"Chicken, Teriyaki; Sushi, Unspecified",Salmonella enterica,Confirmed,161,7.0,0.0,AR
10098,2006,February,California,Restaurant,Unknown,Bacterium,Suspected,6,,,CA
10099,2006,February,California,Restaurant,Unknown,Norovirus genogroup I,Confirmed,15,0.0,0.0,CA
10100,2006,February,California,Restaurant,"Salsa, Unspecified",Unknown,Unknown,11,0.0,0.0,CA
10101,2006,February,California,Restaurant,Unknown,Norovirus genogroup I,Confirmed,3,,,CA
10102,2006,February,California,Catering Service,Multiple Foods,Norovirus unknown,Suspected,16,0.0,0.0,CA
10103,2006,February,California,Restaurant,Popcorn; Candy Unspecified,Unknown,Unknown,18,0.0,0.0,CA
10104,2006,February,California,Private Home/Residence; Catering Service,Cajon Maque Chou,Bacillus cereus; Clostridium perfringens,Suspected,28,0.0,0.0,CA
10105,2006,February,California,Restaurant,Unknown,Norovirus genogroup I,Suspected,6,0.0,0.0,CA
10106,2006,February,California,Restaurant,Unknown,Norovirus unknown,Confirmed,6,0.0,0.0,CA
10107,2006,February,California,Restaurant,"Salad, Unspecified",Norovirus unknown,Suspected,5,0.0,0.0,CA
10108,2006,February,California,Grocery Store,Unknown,Unknown,Unknown,5,0.0,0.0,CA
10109,2006,February,California,Unknown,Unknown,Norovirus genogroup I,Suspected,10,,,CA
10110,2006,February,California,Restaurant,"Salad, Unspecified",Norovirus unknown,Confirmed,49,0.0,0.0,CA
10111,2006,February,California,Private Home/Residence,Pancit,Staphylococcus aureus,Confirmed,38,0.0,0.0,CA
10112,2006,February,California,Restaurant; Grocery Store; Office/Indoor Workplace,Multiple Foods,Norovirus unknown,Suspected,38,0.0,0.0,CA
10113,2006,February,California,Restaurant,Unknown,Unknown,Unknown,5,0.0,0.0,CA
10114,2006,February,Connecticut,Restaurant,Unknown,Norovirus genogroup II,Suspected,19,0.0,0.0,CT
10115,2006,February,Florida,Restaurant,"Chicken, Unspecified",Unknown,Unknown,3,,,FL
10116,2006,February,Florida,Restaurant,"Meat/Egg-Based Salads, Unspecified",Unknown,Unknown,2,,,FL
10117,2006,February,Florida,Restaurant,"Fish, Dolphin",Staphylococcus unknown,Suspected,2,,,FL
10118,2006,February,Florida,Restaurant,"Lobster, Unspecified; Shrimp, Unspecified",Unknown,Unknown,2,,,FL
10119,2006,February,Florida,Private Home/Residence,Unknown,Norovirus genogroup II,Suspected,44,0.0,0.0,FL
10120,2006,February,Florida,Restaurant,"Fish Sandwich, Unspecified",Unknown,Unknown,2,,,FL
10121,2006,February,Florida,Restaurant,"Taco, Unspecified",Unknown,Unknown,2,,,FL
10122,2006,February,Florida,Restaurant,Milkshake,Unknown,Unknown,2,,,FL
10123,2006,February,Florida,Restaurant,"Tuna, Unspecified",Unknown,Unknown,5,0.0,0.0,FL
10124,2006,February,Florida,Restaurant,Unknown,Norovirus genogroup II,Suspected,9,0.0,0.0,FL
10125,2006,February,Georgia,Restaurant,"Sour Cream; Cheddar Cheese, Unspecified; Chips, Tortilla",Norovirus genogroup II,Confirmed,17,0.0,0.0,GA
10126,2006,February,Idaho,Restaurant,Unknown,Unknown,Unknown,33,0.0,0.0,ID
10127,2006,February,Idaho,Restaurant,"Rice, Spanish",Unknown,Unknown,6,0.0,0.0,ID
10128,2006,February,Illinois,Restaurant,Unknown,Unknown,Unknown,7,0.0,0.0,IL
10129,2006,February,Illinois,Banquet Facility,Unknown,Unknown,Unknown,4,0.0,0.0,IL
10130,2006,February,Illinois,Restaurant,Unknown,Norovirus genogroup I,Suspected,7,0.0,0.0,IL
10131,2006,February,Illinois,Banquet Facility,"Tap Water; Green Salad; Mozarella, Unspecified",Norovirus genogroup I,Confirmed,28,0.0,0.0,IL
10132,2006,February,Kansas,Restaurant,Unknown,Unknown,Unknown,10,0.0,0.0,KS
10133,2006,February,Kansas,Restaurant,Unknown,Clostridium perfringens,Suspected,4,0.0,0.0,KS
10134,2006,February,Kansas,Restaurant,Chinese,Unknown,Unknown,4,0.0,0.0,KS
10135,2006,February,Maryland,Unknown,Unknown,Unknown,Unknown,6,0.0,0.0,MD
10136,2006,February,Maryland,Private Home/Residence,Unknown,Unknown,Unknown,4,0.0,0.0,MD
10137,2006,February,Massachusetts,Unknown,Unknown,Unknown,Unknown,20,0.0,0.0,MA
10138,2006,February,Michigan,Restaurant,Unknown,Unknown,Unknown,5,0.0,0.0,MI
10139,2006,February,Michigan,School/College/University,"Ground Beef, Sloppy Joe",Unknown,Unknown,100,0.0,0.0,MI
10140,2006,February,Michigan,Restaurant,"Salad, Unspecified; Potato, Mashed",Unknown,Unknown,4,0.0,0.0,MI
10141,2006,February,Minnesota,Restaurant,Lettuce-Based Salads Unspecified,Norovirus genogroup I,Confirmed,6,0.0,0.0,MN
10142,2006,February,Minnesota,Restaurant,"Sandwich, Submarine",Norovirus genogroup I,Confirmed,22,1.0,0.0,MN
10143,2006,February,Minnesota,Banquet Facility,Unknown,Norovirus genogroup I,Confirmed,81,0.0,0.0,MN
10144,2006,February,Minnesota,Restaurant,Unknown,Norovirus genogroup I,Suspected,4,0.0,0.0,MN
10145,2006,February,Minnesota,Restaurant,"Tuna, Unspecified",Scombroid toxin,Confirmed,2,1.0,0.0,MN
10146,2006,February,Minnesota,Restaurant; Private Home/Residence; Banquet Facility,Unknown,Norovirus genogroup I,Confirmed,8,0.0,0.0,MN
10147,2006,February,Minnesota,Restaurant,Unknown,Norovirus genogroup I,Confirmed,6,0.0,0.0,MN
10148,2006,February,Missouri,Private Home/Residence,"Spaghetti, Unspecified; Spaghetti, Unspecified",Unknown,Unknown,140,0.0,0.0,MO
10149,2006,February,Montana,Restaurant,Unknown,Unknown,Unknown,5,,,MT
10150,2006,February,New Mexico,Unknown,Unknown,Norovirus unknown,Confirmed,164,0.0,0.0,NM
10151,2006,February,New York,Restaurant,Unknown,Unknown,Unknown,4,0.0,0.0,NY
10152,2006,February,New York,Unknown,"Refried Beans, Unspecified; Rice, Unspecified",Clostridium perfringens,Suspected,8,0.0,0.0,NY
10153,2006,February,New York,Restaurant,"Chicken, Fried",Unknown,Unknown,7,1.0,0.0,NY
10154,2006,February,New York,Unknown,"Whole Milk, Unpasteurized",Campylobacter unknown,Confirmed,2,0.0,0.0,NY
10155,2006,February,New York,Banquet Facility,Unknown,Unknown,Unknown,15,0.0,0.0,NY
10156,2006,February,North Carolina,Restaurant,Eggs Benedict,Salmonella enterica,Confirmed,9,2.0,0.0,NC
10157,2006,February,Ohio,Restaurant,Unknown,Unknown,Unknown,2,,,OH
10158,2006,February,Ohio,Restaurant,Unknown,Norovirus genogroup I,Suspected,2,0.0,0.0,OH
10159,2006,February,Ohio,Restaurant,Unknown,Unknown,Unknown,4,,,OH
10160,2006,February,Ohio,Restaurant,"Sandwich, Turkey",Norovirus genogroup I,Confirmed,24,1.0,0.0,OH
10161,2006,February,Oregon,Unknown,Unknown,Listeria monocytogenes,Confirmed,2,1.0,1.0,OR
10162,2006,February,Oregon,Restaurant; Fair/Festival,"Oysters, Raw",Norovirus unknown,Confirmed,6,0.0,0.0,OR
10163,2006,February,Oregon,Restaurant,Bean Sprouts,Salmonella enterica,Confirmed,4,0.0,0.0,OR
10164,2006,February,Pennsylvania,Unknown,Unknown,Norovirus unknown,Suspected,4,0.0,0.0,PA
10165,2006,February,Tennessee,Restaurant,"Pizza, Unspecified",Unknown,Unknown,8,0.0,0.0,TN
10166,2006,February,Tennessee,Restaurant,Unknown,Norovirus genogroup II,Confirmed,6,0.0,0.0,TN
10167,2006,February,Utah,Restaurant,Unknown,Salmonella enterica,Confirmed,3,,,UT
10168,2006,February,Virginia,Restaurant,Unknown,Norovirus unknown,Confirmed,12,0.0,0.0,VA
10169,2006,February,Virginia,Prison/Jail,"Turkey, Unspecified",Salmonella enterica,Confirmed,40,1.0,0.0,VA
10170,2006,February,Washington,Restaurant,Unknown,Norovirus genogroup I,Suspected,6,0.0,0.0,WA
10171,2006,February,Washington,Restaurant,"Ethnic Style, Unspecified",Unknown,Unknown,3,1.0,0.0,WA
10172,2006,February,Wisconsin,Unknown,"Pastry, Unspecified",Norovirus genogroup II,Confirmed,9,0.0,0.0,WI
10173,2006,March,Alabama,Prison/Jail,"Chicken, Baked",Clostridium perfringens,Suspected,741,,,AL
10174,2006,March,Arizona,Catering Service,"Pie, Apple",Norovirus genogroup II,Suspected,26,0.0,0.0,AZ
10175,2006,March,California,Restaurant,Taco Meat,Bacterium,Suspected,6,0.0,0.0,CA
10176,2006,March,California,Restaurant,Multiple Foods,Norovirus genogroup I,Suspected,16,0.0,0.0,CA
10177,2006,March,California,Restaurant; Grocery Store,Multiple Foods,Norovirus genogroup I,Confirmed,23,0.0,0.0,CA
10178,2006,March,California,Restaurant,Appetizers,Norovirus genogroup I,Suspected,3,,,CA
10179,2006,March,California,Restaurant,"Burrito, Unspecified",Salmonella enterica,Confirmed,3,1.0,0.0,CA
10180,2006,March,California,Restaurant,Unknown,Salmonella enterica,Confirmed,2,0.0,0.0,CA
10181,2006,March,California,Unknown,Unknown,Norovirus unknown,Suspected,6,,,CA
10182,2006,March,California,Banquet Facility,"Pork, Other",Norovirus genogroup I,Confirmed,18,0.0,0.0,CA
10183,2006,March,California,Unknown,Unknown,Bacterium,Suspected,2,,,CA
10184,2006,March,California,Nursing Home/Assisted Living Facility,Unknown,Norovirus unknown,Suspected,30,0.0,0.0,CA
10185,2006,March,California,Nursing Home/Assisted Living Facility,Unknown,Norovirus unknown,Suspected,45,1.0,0.0,CA
10186,2006,March,California,Restaurant,Korean Side Dishes (Various),Salmonella enterica,Confirmed,4,0.0,0.0,CA
10187,2006,March,California,Private Home/Residence,Mushrooms,Mycotoxins,Confirmed,5,3.0,0.0,CA
10188,2006,March,California,Restaurant,Unknown,Unknown,Unknown,10,,,CA
10189,2006,March,California,Banquet Facility,Unknown,Unknown,Unknown,12,,,CA
10190,2006,March,California,Restaurant,Unknown,Unknown,Unknown,5,0.0,0.0,CA
10191,2006,March,California,Unknown,Unknown,Campylobacter unknown,Suspected,3,0.0,0.0,CA
10192,2006,March,California,Restaurant,Unknown,Norovirus genogroup I,Suspected,6,0.0,0.0,CA
10193,2006,March,California,Catering Service,Unknown,Norovirus genogroup I,Suspected,7,0.0,0.0,CA
10194,2006,March,California,Unknown,Mexican Cheese (Queso Fresco And/Or Other),Salmonella enterica,Confirmed,4,4.0,0.0,CA
10195,2006,March,Colorado,Restaurant,Unknown,Norovirus genogroup I,Suspected,44,0.0,0.0,CO
10196,2006,March,Colorado,Restaurant,Unknown,Norovirus genogroup I,Confirmed,18,1.0,0.0,CO
10197,2006,March,Colorado,Restaurant,Unknown,Norovirus genogroup I,Suspected,7,0.0,0.0,CO
10198,2006,March,Colorado,Child Daycare,Unknown,Salmonella enterica,Confirmed,20,0.0,0.0,CO
10199,2006,March,Florida,Private Home/Residence,"Grouper, Black",Ciguatoxin,Confirmed,8,3.0,0.0,FL
10200,2006,March,Florida,Restaurant,Oysters,Unknown,Unknown,4,,,FL
10201,2006,March,Florida,Restaurant,"Lemonade, Unspecified",Norovirus genogroup I,Suspected,2,,,FL
10202,2006,March,Florida,Restaurant,"Chile Relleno, Unspecified",Clostridium perfringens,Suspected,3,,,FL
10203,2006,March,Florida,Restaurant,Buffet,Norovirus genogroup I,Suspected,2,,,FL
10204,2006,March,Florida,Restaurant,Unknown,Norovirus genogroup II,Confirmed,8,0.0,0.0,FL
10205,2006,March,Florida,Restaurant,Unknown,Unknown,Unknown,4,0.0,0.0,FL
10206,2006,March,Georgia,Private Home/Residence,Tortilla Espanola,Bacillus other,Suspected,15,0.0,0.0,GA
10207,2006,March,Georgia,Restaurant,"Chicken, Honey Mustard",Clostridium perfringens,Suspected,4,0.0,0.0,GA
10208,2006,March,Hawaii,Catering Service,"Roast Beef, Other",Clostridium perfringens,Suspected,33,0.0,0.0,HI
10209,2006,March,Illinois,Catering Service,"Sandwich, Vegetable-Based",Unknown,Unknown,16,0.0,0.0,IL
10210,2006,March,Illinois,Catering Service,Unknown,Norovirus genogroup I,Confirmed,17,0.0,0.0,IL
10211,2006,March,Illinois,Restaurant,Unknown,Unknown,Unknown,3,0.0,0.0,IL
10212,2006,March,Illinois,Restaurant,Unknown,Unknown,Unknown,6,0.0,0.0,IL
10213,2006,March,Illinois,Restaurant,Vegetable-Based Salads Unspecified,Norovirus genogroup I,Suspected,13,1.0,0.0,IL
10214,2006,March,Illinois,Restaurant,"Burrito, Beef",Clostridium perfringens,Confirmed,8,0.0,0.0,IL
10215,2006,March,Illinois,Restaurant,Unknown,Unknown,Unknown,4,0.0,0.0,IL
10216,2006,March,Illinois,Restaurant,Unknown,Unknown,Unknown,3,0.0,0.0,IL
10217,2006,March,Illinois,Unknown,"Other Cheese, Unpasteurized",Salmonella enterica; Salmonella enterica,Confirmed,96,36.0,0.0,IL
